1.990000000000000000e+02,2.035000000000000000e+02,1.865000000000000000e+02,1.895000000000000000e+02,1.795000000000000000e+02,1.780000000000000000e+02,1.760000000000000000e+02,1.765000000000000000e+02,1.710000000000000000e+02,1.710000000000000000e+02,1.700000000000000000e+02,1.560000000000000000e+02,1.555000000000000000e+02,1.590000000000000000e+02,1.490000000000000000e+02,1.380000000000000000e+02,1.380000000000000000e+02,1.410000000000000000e+02,1.415000000000000000e+02,1.250000000000000000e+02,1.235000000000000000e+02,1.310000000000000000e+02,1.275000000000000000e+02,1.310000000000000000e+02,1.310000000000000000e+02,1.185000000000000000e+02,1.120000000000000000e+02,1.120000000000000000e+02,9.900000000000000000e+01,1.075000000000000000e+02,1.010000000000000000e+02,9.550000000000000000e+01,9.350000000000000000e+01,9.400000000000000000e+01,9.050000000000000000e+01,9.000000000000000000e+01,8.750000000000000000e+01,8.550000000000000000e+01,7.900000000000000000e+01,7.550000000000000000e+01,7.450000000000000000e+01,6.550000000000000000e+01,6.750000000000000000e+01,6.800000000000000000e+01,7.050000000000000000e+01,6.900000000000000000e+01,6.350000000000000000e+01,6.500000000000000000e+01
1.385000000000000000e+02,1.300000000000000000e+02,1.335000000000000000e+02,1.360000000000000000e+02,1.490000000000000000e+02,1.325000000000000000e+02,1.380000000000000000e+02,1.300000000000000000e+02,1.325000000000000000e+02,1.340000000000000000e+02,1.330000000000000000e+02,1.275000000000000000e+02,1.375000000000000000e+02,1.305000000000000000e+02,1.225000000000000000e+02,1.260000000000000000e+02,1.325000000000000000e+02,1.240000000000000000e+02,1.225000000000000000e+02,1.260000000000000000e+02,1.185000000000000000e+02,1.080000000000000000e+02,1.150000000000000000e+02,1.140000000000000000e+02,1.140000000000000000e+02,1.120000000000000000e+02,1.020000000000000000e+02,9.800000000000000000e+01,9.800000000000000000e+01,1.050000000000000000e+02,1.005000000000000000e+02,1.025000000000000000e+02,9.950000000000000000e+01,9.350000000000000000e+01,8.650000000000000000e+01,9.000000000000000000e+01,8.650000000000000000e+01,8.250000000000000000e+01,8.400000000000000000e+01,8.500000000000000000e+01,8.250000000000000000e+01,8.600000000000000000e+01,8.250000000000000000e+01,7.550000000000000000e+01,7.400000000000000000e+01,7.500000000000000000e+01,7.350000000000000000e+01,7.150000000000000000e+01
7.200000000000000000e+01,8.500000000000000000e+01,7.200000000000000000e+01,7.600000000000000000e+01,6.650000000000000000e+01,7.250000000000000000e+01,7.000000000000000000e+01,7.250000000000000000e+01,7.150000000000000000e+01,6.950000000000000000e+01,7.550000000000000000e+01,7.250000000000000000e+01,7.550000000000000000e+01,7.450000000000000000e+01,8.150000000000000000e+01,6.850000000000000000e+01,7.350000000000000000e+01,7.250000000000000000e+01,7.650000000000000000e+01,7.000000000000000000e+01,7.350000000000000000e+01,7.550000000000000000e+01,7.250000000000000000e+01,7.300000000000000000e+01,6.500000000000000000e+01,6.500000000000000000e+01,6.500000000000000000e+01,6.300000000000000000e+01,6.650000000000000000e+01,6.500000000000000000e+01,7.300000000000000000e+01,6.450000000000000000e+01,6.450000000000000000e+01,6.150000000000000000e+01,6.850000000000000000e+01,6.050000000000000000e+01,6.850000000000000000e+01,6.100000000000000000e+01,5.650000000000000000e+01,6.150000000000000000e+01,6.100000000000000000e+01,5.150000000000000000e+01,5.400000000000000000e+01,5.450000000000000000e+01,5.150000000000000000e+01,4.850000000000000000e+01,5.250000000000000000e+01,4.650000000000000000e+01
4.450000000000000000e+01,5.400000000000000000e+01,4.850000000000000000e+01,4.500000000000000000e+01,5.650000000000000000e+01,5.150000000000000000e+01,4.350000000000000000e+01,5.000000000000000000e+01,4.850000000000000000e+01,4.400000000000000000e+01,5.450000000000000000e+01,5.000000000000000000e+01,4.500000000000000000e+01,4.450000000000000000e+01,4.600000000000000000e+01,4.550000000000000000e+01,5.100000000000000000e+01,5.200000000000000000e+01,4.350000000000000000e+01,4.800000000000000000e+01,4.450000000000000000e+01,3.800000000000000000e+01,4.500000000000000000e+01,4.550000000000000000e+01,4.250000000000000000e+01,4.250000000000000000e+01,4.250000000000000000e+01,4.400000000000000000e+01,4.750000000000000000e+01,4.800000000000000000e+01,4.700000000000000000e+01,4.600000000000000000e+01,4.450000000000000000e+01,4.500000000000000000e+01,4.000000000000000000e+01,4.550000000000000000e+01,4.450000000000000000e+01,4.350000000000000000e+01,4.750000000000000000e+01,4.350000000000000000e+01,3.900000000000000000e+01,4.300000000000000000e+01,4.500000000000000000e+01,4.500000000000000000e+01,4.300000000000000000e+01,4.000000000000000000e+01,4.400000000000000000e+01,4.200000000000000000e+01
2.700000000000000000e+01,2.700000000000000000e+01,3.050000000000000000e+01,3.200000000000000000e+01,3.050000000000000000e+01,3.600000000000000000e+01,3.000000000000000000e+01,2.950000000000000000e+01,2.850000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,2.950000000000000000e+01,3.350000000000000000e+01,3.100000000000000000e+01,2.950000000000000000e+01,3.250000000000000000e+01,2.350000000000000000e+01,3.250000000000000000e+01,3.100000000000000000e+01,3.150000000000000000e+01,3.100000000000000000e+01,3.450000000000000000e+01,3.550000000000000000e+01,3.100000000000000000e+01,3.700000000000000000e+01,3.650000000000000000e+01,3.600000000000000000e+01,3.450000000000000000e+01,3.250000000000000000e+01,3.150000000000000000e+01,3.050000000000000000e+01,3.700000000000000000e+01,3.350000000000000000e+01,3.200000000000000000e+01,3.050000000000000000e+01,3.500000000000000000e+01,3.100000000000000000e+01,3.250000000000000000e+01,3.200000000000000000e+01,4.050000000000000000e+01,3.900000000000000000e+01,4.450000000000000000e+01,3.950000000000000000e+01,3.750000000000000000e+01,4.100000000000000000e+01,3.600000000000000000e+01,3.400000000000000000e+01,3.750000000000000000e+01
2.600000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.350000000000000000e+01,1.850000000000000000e+01,2.400000000000000000e+01,2.350000000000000000e+01,2.800000000000000000e+01,2.650000000000000000e+01,2.600000000000000000e+01,2.450000000000000000e+01,2.900000000000000000e+01,2.000000000000000000e+01,2.600000000000000000e+01,2.050000000000000000e+01,2.250000000000000000e+01,2.750000000000000000e+01,1.950000000000000000e+01,2.350000000000000000e+01,2.100000000000000000e+01,2.300000000000000000e+01,2.250000000000000000e+01,2.300000000000000000e+01,2.000000000000000000e+01,2.500000000000000000e+01,2.500000000000000000e+01,2.550000000000000000e+01,2.200000000000000000e+01,2.750000000000000000e+01,2.700000000000000000e+01,2.950000000000000000e+01,2.650000000000000000e+01,2.100000000000000000e+01,2.500000000000000000e+01,2.700000000000000000e+01,2.300000000000000000e+01,1.750000000000000000e+01,2.100000000000000000e+01,2.150000000000000000e+01,2.400000000000000000e+01,2.250000000000000000e+01,1.850000000000000000e+01,2.200000000000000000e+01,2.100000000000000000e+01,2.150000000000000000e+01,2.200000000000000000e+01,2.200000000000000000e+01,2.350000000000000000e+01
1.150000000000000000e+01,1.450000000000000000e+01,1.900000000000000000e+01,1.650000000000000000e+01,1.500000000000000000e+01,1.350000000000000000e+01,1.400000000000000000e+01,1.450000000000000000e+01,1.500000000000000000e+01,1.350000000000000000e+01,1.650000000000000000e+01,1.100000000000000000e+01,2.100000000000000000e+01,2.050000000000000000e+01,1.650000000000000000e+01,1.750000000000000000e+01,1.800000000000000000e+01,1.550000000000000000e+01,1.200000000000000000e+01,1.550000000000000000e+01,1.050000000000000000e+01,1.450000000000000000e+01,1.350000000000000000e+01,1.450000000000000000e+01,1.150000000000000000e+01,1.950000000000000000e+01,1.250000000000000000e+01,1.750000000000000000e+01,1.700000000000000000e+01,1.250000000000000000e+01,1.200000000000000000e+01,1.550000000000000000e+01,1.800000000000000000e+01,1.350000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+01,1.950000000000000000e+01,2.100000000000000000e+01,1.850000000000000000e+01,2.050000000000000000e+01,1.700000000000000000e+01,1.950000000000000000e+01,1.950000000000000000e+01,1.650000000000000000e+01,1.650000000000000000e+01,1.600000000000000000e+01,1.850000000000000000e+01,1.650000000000000000e+01
1.150000000000000000e+01,8.000000000000000000e+00,1.050000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,7.500000000000000000e+00,9.500000000000000000e+00,1.150000000000000000e+01,8.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,8.500000000000000000e+00,1.150000000000000000e+01,1.100000000000000000e+01,9.000000000000000000e+00,1.050000000000000000e+01,1.050000000000000000e+01,1.200000000000000000e+01,1.150000000000000000e+01,1.500000000000000000e+01,1.150000000000000000e+01,1.100000000000000000e+01,9.500000000000000000e+00,6.500000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,8.000000000000000000e+00,1.250000000000000000e+01,1.200000000000000000e+01,1.450000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,9.500000000000000000e+00,1.450000000000000000e+01,1.250000000000000000e+01,1.200000000000000000e+01,1.600000000000000000e+01,1.450000000000000000e+01,1.400000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01
6.500000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,4.500000000000000000e+00,5.500000000000000000e+00,8.000000000000000000e+00,7.500000000000000000e+00,6.000000000000000000e+00,5.500000000000000000e+00,6.500000000000000000e+00,5.500000000000000000e+00,3.000000000000000000e+00,4.500000000000000000e+00,4.500000000000000000e+00,5.500000000000000000e+00,6.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,7.500000000000000000e+00,7.500000000000000000e+00,1.050000000000000000e+01,8.000000000000000000e+00,8.500000000000000000e+00,9.000000000000000000e+00,1.100000000000000000e+01,1.450000000000000000e+01,8.500000000000000000e+00,7.000000000000000000e+00,1.050000000000000000e+01,9.000000000000000000e+00,1.100000000000000000e+01,9.000000000000000000e+00,1.200000000000000000e+01,8.000000000000000000e+00,9.500000000000000000e+00,1.100000000000000000e+01,1.250000000000000000e+01,8.500000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,1.050000000000000000e+01,8.500000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00
5.000000000000000000e+00,5.000000000000000000e+00,5.500000000000000000e+00,3.500000000000000000e+00,5.500000000000000000e+00,4.500000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,6.500000000000000000e+00,6.000000000000000000e+00,7.500000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,8.500000000000000000e+00,8.000000000000000000e+00,3.500000000000000000e+00,4.500000000000000000e+00,5.500000000000000000e+00,7.000000000000000000e+00,5.500000000000000000e+00,9.000000000000000000e+00,5.500000000000000000e+00,4.500000000000000000e+00,7.500000000000000000e+00,7.000000000000000000e+00,6.500000000000000000e+00,9.500000000000000000e+00,8.000000000000000000e+00,5.500000000000000000e+00,1.000000000000000000e+01,8.500000000000000000e+00,7.500000000000000000e+00,6.000000000000000000e+00,6.500000000000000000e+00,9.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,7.500000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00
