Tag number,Cluster size,Cluster volume,Cluster Centre x,Cluster Centre y,Event,Clusters in event,Timestep
2.0,199.0,0.8127382670814085,7.0,227.0,Move,,300
434.0,155.0,0.5586870968794886,5.0,421.0,Move,,300
6.0,101.0,0.29386858017132733,2.0,537.0,Move,,300
447.0,69.0,0.16593757158203218,1.0,591.0,Move,,300
438.0,93.0,0.25965429863462747,3.0,750.0,Move,,300
452.0,200.0,0.8188721246808827,9.0,445.0,Edge Appearance type 1,,300
15.0,200.0,0.8188721246808827,10.0,903.0,Move,,300
1.0,400.0,2.316120129145952,14.0,86.0,Move,,300
8.0,200.0,0.8188721246808827,18.0,114.0,Move,,300
7.0,200.0,0.8188721246808827,18.0,336.0,Move,,300
14.0,200.0,0.8188721246808827,19.0,301.0,Move,,300
453.0,200.0,0.8188721246808827,30.0,450.0,Appearance type 1,,300
10.0,1000.0,9.155268678330678,42.0,697.0,Move,,300
11.0,200.0,0.8188721246808827,33.0,771.0,Move,,300
17.0,400.0,2.316120129145952,36.0,923.0,Move,,300
16.0,400.0,2.316120129145952,54.0,34.0,Move,,300
22.0,200.0,0.8188721246808827,55.0,335.0,Move,,300
21.0,200.0,0.8188721246808827,63.0,580.0,Move,,300
20.0,400.0,2.316120129145952,68.0,837.0,Move,,300
31.0,200.0,0.8188721246808827,68.0,128.0,Move,,300
18.0,1200.0,12.034913220341341,79.0,179.0,Move,,300
24.0,800.0,6.550976997447061,79.0,272.0,Move,,300
25.0,400.0,2.316120129145952,82.0,633.0,Move,,300
36.0,200.0,0.8188721246808827,81.0,591.0,Move,,300
30.0,200.0,0.8188721246808827,83.0,77.0,Move,,300
28.0,200.0,0.8188721246808827,92.0,349.0,Move,,300
40.0,400.0,2.316120129145952,100.0,219.0,Move,,300
34.0,200.0,0.8188721246808827,100.0,398.0,Move,,300
33.0,200.0,0.8188721246808827,101.0,542.0,Move,,300
37.0,1600.0,18.528961033167615,117.0,812.0,Move,,300
45.0,200.0,0.8188721246808827,108.0,763.0,Move,,300
39.0,400.0,2.316120129145952,114.0,465.0,Move,,300
43.0,200.0,0.8188721246808827,115.0,69.0,Move,,300
44.0,200.0,0.8188721246808827,116.0,366.0,Move,,300
412.0,200.0,0.8188721246808827,117.0,125.0,Move,,300
42.0,1000.0,9.155268678330678,131.0,317.0,Move,,300
51.0,200.0,0.8188721246808827,128.0,27.0,Move,,300
47.0,200.0,0.8188721246808827,129.0,650.0,Move,,300
48.0,400.0,2.316120129145952,135.0,103.0,Move,,300
55.0,200.0,0.8188721246808827,139.0,267.0,Move,,300
46.0,200.0,0.8188721246808827,141.0,388.0,Move,,300
60.0,200.0,0.8188721246808827,141.0,538.0,Move,,300
58.0,400.0,2.316120129145952,150.0,500.0,Move,,300
53.0,200.0,0.8188721246808827,148.0,451.0,Move,,300
64.0,1000.0,9.155268678330678,164.0,164.0,Move,,300
61.0,400.0,2.316120129145952,158.0,355.0,Move,,300
59.0,600.0,4.254984374547495,162.0,684.0,Move,,300
62.0,400.0,2.316120129145952,161.0,731.0,Move,,300
70.0,200.0,0.8188721246808827,160.0,11.0,Move,,300
65.0,600.0,4.254984374547495,166.0,825.0,Move,,300
71.0,200.0,0.8188721246808827,173.0,283.0,Move,,300
73.0,400.0,2.316120129145952,177.0,953.0,Move,,300
74.0,200.0,0.8188721246808827,177.0,576.0,Move,,300
68.0,600.0,4.254984374547495,182.0,632.0,Move,,300
76.0,200.0,0.8188721246808827,180.0,231.0,Move,,300
57.0,1400.0,15.165723982280841,194.0,870.0,Move,,300
87.0,200.0,0.8188721246808827,182.0,715.0,Move,,300
79.0,400.0,2.316120129145952,192.0,48.0,Move,,300
80.0,400.0,2.316120129145952,192.0,361.0,Move,,300
75.0,400.0,2.316120129145952,194.0,748.0,Move,,300
85.0,600.0,4.254984374547495,198.0,434.0,Move,,300
88.0,600.0,4.254984374547495,207.0,202.0,Move,,300
91.0,400.0,2.316120129145952,206.0,290.0,Move,,300
89.0,200.0,0.8188721246808827,209.0,116.0,Move,,300
92.0,200.0,0.8188721246808827,211.0,591.0,Move,,300
94.0,200.0,0.8188721246808827,215.0,42.0,Move,,300
90.0,200.0,0.8188721246808827,217.0,324.0,Move,,300
93.0,200.0,0.8188721246808827,224.0,18.0,Move,,300
99.0,200.0,0.8188721246808827,232.0,289.0,Move,,300
100.0,200.0,0.8188721246808827,237.0,91.0,Move,,300
103.0,200.0,0.8188721246808827,241.0,34.0,Move,,300
104.0,200.0,0.8188721246808827,243.0,271.0,Move,,300
98.0,200.0,0.8188721246808827,244.0,705.0,Move,,300
101.0,400.0,2.316120129145952,249.0,210.0,Move,,300
97.0,400.0,2.316120129145952,249.0,362.0,Move,,300
102.0,600.0,4.254984374547495,261.0,738.0,Move,,300
105.0,200.0,0.8188721246808827,262.0,20.0,Move,,300
110.0,1000.0,9.155268678330678,281.0,929.0,Move,,300
114.0,200.0,0.8188721246808827,286.0,506.0,Move,,300
117.0,600.0,4.254984374547495,292.0,263.0,Move,,300
108.0,200.0,0.8188721246808827,289.0,383.0,Move,,300
109.0,200.0,0.8188721246808827,290.0,658.0,Move,,300
112.0,200.0,0.8188721246808827,290.0,695.0,Move,,300
123.0,400.0,2.316120129145952,295.0,162.0,Move,,300
128.0,200.0,0.8188721246808827,301.0,804.0,Move,,300
120.0,200.0,0.8188721246808827,303.0,13.0,Move,,300
113.0,200.0,0.8188721246808827,303.0,101.0,Move,,300
115.0,200.0,0.8188721246808827,303.0,208.0,Move,,300
124.0,400.0,2.316120129145952,309.0,766.0,Move,,300
122.0,200.0,0.8188721246808827,308.0,409.0,Move,,300
129.0,200.0,0.8188721246808827,309.0,382.0,Move,,300
126.0,200.0,0.8188721246808827,309.0,885.0,Move,,300
125.0,200.0,0.8188721246808827,310.0,294.0,Move,,300
116.0,400.0,2.316120129145952,315.0,79.0,Move,,300
119.0,200.0,0.8188721246808827,314.0,467.0,Move,,300
131.0,600.0,4.254984374547495,326.0,491.0,Move,,300
127.0,200.0,0.8188721246808827,324.0,631.0,Move,,300
133.0,200.0,0.8188721246808827,326.0,699.0,Move,,300
134.0,200.0,0.8188721246808827,332.0,457.0,Move,,300
135.0,400.0,2.316120129145952,347.0,974.0,Move,,300
132.0,200.0,0.8188721246808827,345.0,243.0,Move,,300
137.0,1000.0,9.155268678330678,354.0,865.0,Move,,300
147.0,200.0,0.8188721246808827,348.0,684.0,Move,,300
139.0,200.0,0.8188721246808827,349.0,785.0,Move,,300
144.0,400.0,2.316120129145952,356.0,347.0,Move,,300
142.0,400.0,2.316120129145952,365.0,214.0,Move,,300
145.0,600.0,4.254984374547495,369.0,136.0,Move,,300
140.0,1000.0,9.155268678330678,373.0,290.0,Move,,300
150.0,600.0,4.254984374547495,369.0,472.0,Move,,300
136.0,200.0,0.8188721246808827,371.0,906.0,Move,,300
151.0,600.0,4.254984374547495,381.0,516.0,Move,,300
149.0,200.0,0.8188721246808827,379.0,423.0,Move,,300
163.0,320.0,1.657280656904301,385.0,7.0,Move,,300
450.0,80.0,0.20716008211303763,385.0,997.0,Move,,300
157.0,200.0,0.8188721246808827,385.0,757.0,Move,,300
159.0,800.0,6.550976997447061,395.0,796.0,Move,,300
154.0,400.0,2.316120129145952,393.0,183.0,Move,,300
160.0,200.0,0.8188721246808827,390.0,351.0,Move,,300
153.0,400.0,2.316120129145952,395.0,545.0,Move,,300
165.0,400.0,2.316120129145952,399.0,142.0,Move,,300
162.0,400.0,2.316120129145952,399.0,940.0,Move,,300
170.0,400.0,2.316120129145952,421.0,196.0,Move,,300
172.0,800.0,6.550976997447061,426.0,325.0,Move,,300
167.0,600.0,4.254984374547495,425.0,714.0,Coagulation,"[167.0, 176.0]",300
177.0,200.0,0.8188721246808827,423.0,984.0,Move,,300
169.0,200.0,0.8188721246808827,424.0,641.0,Move,,300
179.0,400.0,2.316120129145952,439.0,258.0,Move,,300
171.0,600.0,4.254984374547495,458.0,601.0,Move,,300
178.0,200.0,0.8188721246808827,458.0,777.0,Move,,300
175.0,200.0,0.8188721246808827,460.0,384.0,Move,,300
181.0,200.0,0.8188721246808827,463.0,483.0,Move,,300
190.0,200.0,0.8188721246808827,467.0,886.0,Move,,300
183.0,800.0,6.550976997447061,476.0,153.0,Move,,300
192.0,1600.0,18.528961033167615,487.0,422.0,Move,,300
191.0,800.0,6.550976997447061,488.0,288.0,Move,,300
194.0,200.0,0.8188721246808827,482.0,557.0,Move,,300
187.0,200.0,0.8188721246808827,493.0,806.0,Move,,300
200.0,200.0,0.8188721246808827,506.0,119.0,Move,,300
202.0,200.0,0.8188721246808827,506.0,506.0,Move,,300
199.0,600.0,4.254984374547495,512.0,337.0,Move,,300
207.0,800.0,6.550976997447061,521.0,718.0,Move,,300
203.0,200.0,0.8188721246808827,514.0,393.0,Move,,300
197.0,600.0,4.254984374547495,521.0,576.0,Move,,300
208.0,200.0,0.8188721246808827,518.0,209.0,Move,,300
196.0,600.0,4.254984374547495,533.0,829.0,Move,,300
211.0,200.0,0.8188721246808827,539.0,535.0,Move,,300
210.0,400.0,2.316120129145952,542.0,658.0,Move,,300
213.0,200.0,0.8188721246808827,541.0,516.0,Move,,300
214.0,200.0,0.8188721246808827,545.0,690.0,Move,,300
212.0,200.0,0.8188721246808827,547.0,943.0,Move,,300
218.0,400.0,2.316120129145952,551.0,599.0,Move,,300
209.0,200.0,0.8188721246808827,555.0,455.0,Move,,300
215.0,200.0,0.8188721246808827,558.0,981.0,Move,,300
217.0,200.0,0.8188721246808827,562.0,398.0,Move,,300
221.0,200.0,0.8188721246808827,573.0,333.0,Move,,300
220.0,600.0,4.254984374547495,579.0,930.0,Move,,300
219.0,200.0,0.8188721246808827,580.0,842.0,Move,,300
225.0,400.0,2.316120129145952,602.0,753.0,Move,,300
223.0,1200.0,12.034913220341341,611.0,415.0,Move,,300
224.0,1400.0,15.165723982280841,614.0,331.0,Move,,300
231.0,200.0,0.8188721246808827,601.0,483.0,Move,,300
228.0,400.0,2.316120129145952,605.0,530.0,Move,,300
227.0,400.0,2.316120129145952,607.0,893.0,Move,,300
236.0,1000.0,9.155268678330678,635.0,131.0,Move,,300
432.0,200.0,0.8188721246808827,627.0,991.0,Move,,300
239.0,200.0,0.8188721246808827,630.0,686.0,Move,,300
249.0,600.0,4.254984374547495,636.0,723.0,Move,,300
234.0,200.0,0.8188721246808827,635.0,83.0,Move,,300
235.0,400.0,2.316120129145952,641.0,595.0,Move,,300
244.0,200.0,0.8188721246808827,640.0,810.0,Move,,300
241.0,200.0,0.8188721246808827,642.0,878.0,Move,,300
247.0,395.0,2.2728288709514293,651.0,10.0,Move,,300
252.0,200.0,0.8188721246808827,648.0,380.0,Move,,300
238.0,600.0,4.254984374547495,654.0,248.0,Move,,300
