Tag number,Cluster size,Cluster volume,Cluster Centre x,Cluster Centre y,Event,Clusters in event,Timestep
5.0,320.0,1.657280656904301,7.0,134.0,Move,,146
1.0,125.0,0.40460953537702665,4.0,377.0,Move,,146
2.0,93.0,0.25965429863462747,3.0,529.0,Move,,146
3.0,140.0,0.4795823014944653,4.0,598.0,Move,,146
494.0,166.0,0.6192032484425899,4.0,670.0,Move,,146
484.0,155.0,0.5586870968794886,5.0,720.0,Move,,146
465.0,168.0,0.6304273073010292,5.0,906.0,Move,,146
10.0,400.0,2.316120129145952,12.0,927.0,Move,,146
9.0,200.0,0.8188721246808827,14.0,854.0,Move,,146
13.0,200.0,0.8188721246808827,15.0,208.0,Move,,146
7.0,200.0,0.8188721246808827,16.0,433.0,Move,,146
16.0,400.0,2.316120129145952,22.0,612.0,Move,,146
14.0,400.0,2.316120129145952,25.0,496.0,Move,,146
12.0,400.0,2.316120129145952,26.0,776.0,Move,,146
11.0,400.0,2.316120129145952,28.0,547.0,Move,,146
27.0,400.0,2.316120129145952,37.0,32.0,Move,,146
15.0,1200.0,12.034913220341341,47.0,254.0,Move,,146
23.0,200.0,0.8188721246808827,43.0,984.0,Move,,146
20.0,800.0,6.550976997447061,54.0,524.0,Move,,146
18.0,200.0,0.8188721246808827,50.0,687.0,Move,,146
17.0,600.0,4.254984374547495,58.0,439.0,Move,,146
25.0,400.0,2.316120129145952,57.0,125.0,Move,,146
19.0,200.0,0.8188721246808827,58.0,95.0,Move,,146
30.0,200.0,0.8188721246808827,63.0,220.0,Move,,146
22.0,200.0,0.8188721246808827,65.0,332.0,Move,,146
32.0,200.0,0.8188721246808827,68.0,754.0,Move,,146
28.0,200.0,0.8188721246808827,69.0,912.0,Move,,146
33.0,200.0,0.8188721246808827,74.0,698.0,Move,,146
34.0,200.0,0.8188721246808827,79.0,81.0,Move,,146
38.0,600.0,4.254984374547495,87.0,309.0,Move,,146
39.0,200.0,0.8188721246808827,83.0,14.0,Move,,146
31.0,600.0,4.254984374547495,89.0,779.0,Move,,146
36.0,400.0,2.316120129145952,96.0,463.0,Move,,146
42.0,200.0,0.8188721246808827,96.0,376.0,Move,,146
40.0,200.0,0.8188721246808827,98.0,251.0,Move,,146
35.0,1200.0,12.034913220341341,113.0,881.0,Move,,146
44.0,200.0,0.8188721246808827,105.0,87.0,Move,,146
46.0,200.0,0.8188721246808827,109.0,204.0,Move,,146
51.0,400.0,2.316120129145952,118.0,919.0,Move,,146
45.0,200.0,0.8188721246808827,117.0,172.0,Move,,146
48.0,191.0,0.7642248315363699,117.0,993.0,Move,,146
506.0,9.0,0.007816905435867588,117.0,0.0,Move,,146
50.0,200.0,0.8188721246808827,124.0,129.0,Move,,146
47.0,200.0,0.8188721246808827,124.0,304.0,Move,,146
49.0,400.0,2.316120129145952,131.0,749.0,Move,,146
54.0,200.0,0.8188721246808827,137.0,449.0,Move,,146
59.0,200.0,0.8188721246808827,141.0,531.0,Move,,146
52.0,200.0,0.8188721246808827,143.0,398.0,Move,,146
57.0,200.0,0.8188721246808827,149.0,250.0,Move,,146
60.0,200.0,0.8188721246808827,150.0,699.0,Move,,146
53.0,200.0,0.8188721246808827,154.0,9.0,Move,,146
55.0,200.0,0.8188721246808827,161.0,321.0,Move,,146
58.0,200.0,0.8188721246808827,163.0,79.0,Move,,146
65.0,200.0,0.8188721246808827,164.0,418.0,Move,,146
67.0,400.0,2.316120129145952,173.0,465.0,Move,,146
69.0,200.0,0.8188721246808827,170.0,972.0,Move,,146
61.0,200.0,0.8188721246808827,171.0,623.0,Move,,146
64.0,200.0,0.8188721246808827,172.0,148.0,Move,,146
68.0,200.0,0.8188721246808827,175.0,339.0,Move,,146
63.0,200.0,0.8188721246808827,175.0,911.0,Move,,146
66.0,200.0,0.8188721246808827,176.0,607.0,Move,,146
74.0,800.0,6.550976997447061,191.0,786.0,Move,,146
73.0,200.0,0.8188721246808827,185.0,134.0,Move,,146
70.0,400.0,2.316120129145952,194.0,311.0,Move,,146
76.0,400.0,2.316120129145952,200.0,19.0,Move,,146
75.0,200.0,0.8188721246808827,198.0,583.0,Move,,146
77.0,600.0,4.254984374547495,204.0,553.0,Move,,146
72.0,200.0,0.8188721246808827,205.0,271.0,Move,,146
78.0,200.0,0.8188721246808827,214.0,465.0,Move,,146
79.0,200.0,0.8188721246808827,220.0,40.0,Move,,146
80.0,400.0,2.316120129145952,223.0,149.0,Move,,146
82.0,600.0,4.254984374547495,227.0,702.0,Move,,146
83.0,200.0,0.8188721246808827,225.0,966.0,Move,,146
85.0,200.0,0.8188721246808827,236.0,764.0,Move,,146
84.0,200.0,0.8188721246808827,237.0,399.0,Move,,146
87.0,200.0,0.8188721246808827,243.0,332.0,Move,,146
88.0,200.0,0.8188721246808827,246.0,63.0,Move,,146
91.0,200.0,0.8188721246808827,248.0,202.0,Move,,146
92.0,200.0,0.8188721246808827,262.0,975.0,Move,,146
90.0,200.0,0.8188721246808827,263.0,707.0,Move,,146
93.0,800.0,6.550976997447061,275.0,644.0,Move,,146
96.0,200.0,0.8188721246808827,273.0,308.0,Move,,146
100.0,200.0,0.8188721246808827,273.0,372.0,Move,,146
95.0,400.0,2.316120129145952,278.0,178.0,Move,,146
94.0,200.0,0.8188721246808827,280.0,749.0,Move,,146
101.0,200.0,0.8188721246808827,282.0,124.0,Move,,146
104.0,600.0,4.254984374547495,292.0,92.0,Move,,146
99.0,139.0,0.4744531063273224,290.0,995.0,Move,,146
98.0,61.0,0.13793225822117572,290.0,2.0,Move,,146
107.0,200.0,0.8188721246808827,293.0,564.0,Move,,146
103.0,400.0,2.316120129145952,299.0,295.0,Move,,146
102.0,200.0,0.8188721246808827,297.0,829.0,Move,,146
109.0,200.0,0.8188721246808827,301.0,798.0,Move,,146
106.0,400.0,2.316120129145952,304.0,869.0,Move,,146
110.0,600.0,4.254984374547495,311.0,715.0,Move,,146
115.0,400.0,2.316120129145952,313.0,597.0,Move,,146
112.0,200.0,0.8188721246808827,313.0,156.0,Move,,146
118.0,200.0,0.8188721246808827,320.0,313.0,Move,,146
114.0,600.0,4.254984374547495,330.0,944.0,Move,,146
113.0,600.0,4.254984374547495,343.0,117.0,Move,,146
121.0,200.0,0.8188721246808827,338.0,279.0,Move,,146
128.0,192.0,0.7702344461018454,347.0,6.0,Move,,146
123.0,200.0,0.8188721246808827,349.0,45.0,Move,,146
119.0,200.0,0.8188721246808827,350.0,918.0,Move,,146
130.0,200.0,0.8188721246808827,351.0,167.0,Move,,146
125.0,200.0,0.8188721246808827,352.0,468.0,Move,,146
122.0,200.0,0.8188721246808827,352.0,768.0,Move,,146
127.0,8.0,0.00655097699744706,347.0,999.0,Move,,146
124.0,200.0,0.8188721246808827,353.0,598.0,Move,,146
133.0,200.0,0.8188721246808827,358.0,861.0,Move,,146
126.0,200.0,0.8188721246808827,363.0,359.0,Move,,146
132.0,200.0,0.8188721246808827,364.0,35.0,Move,,146
134.0,200.0,0.8188721246808827,366.0,574.0,Move,,146
131.0,200.0,0.8188721246808827,367.0,690.0,Move,,146
135.0,200.0,0.8188721246808827,370.0,412.0,Move,,146
468.0,200.0,0.8188721246808827,379.0,658.0,Move,,146
136.0,200.0,0.8188721246808827,379.0,830.0,Move,,146
139.0,200.0,0.8188721246808827,382.0,712.0,Move,,146
141.0,400.0,2.316120129145952,386.0,861.0,Move,,146
144.0,200.0,0.8188721246808827,387.0,79.0,Move,,146
145.0,200.0,0.8188721246808827,390.0,400.0,Move,,146
469.0,200.0,0.8188721246808827,390.0,682.0,Move,,146
147.0,200.0,0.8188721246808827,391.0,305.0,Move,,146
140.0,200.0,0.8188721246808827,394.0,120.0,Move,,146
146.0,400.0,2.316120129145952,400.0,928.0,Move,,146
149.0,1000.0,9.155268678330678,409.0,794.0,Move,,146
148.0,200.0,0.8188721246808827,403.0,622.0,Move,,146
142.0,600.0,4.254984374547495,411.0,551.0,Move,,146
143.0,200.0,0.8188721246808827,407.0,59.0,Move,,146
152.0,200.0,0.8188721246808827,409.0,884.0,Move,,146
160.0,400.0,2.316120129145952,413.0,169.0,Move,,146
158.0,200.0,0.8188721246808827,413.0,18.0,Move,,146
154.0,200.0,0.8188721246808827,415.0,473.0,Move,,146
150.0,200.0,0.8188721246808827,420.0,678.0,Move,,146
166.0,200.0,0.8188721246808827,428.0,739.0,Move,,146
156.0,200.0,0.8188721246808827,429.0,115.0,Move,,146
153.0,600.0,4.254984374547495,434.0,323.0,Move,,146
162.0,200.0,0.8188721246808827,430.0,832.0,Move,,146
