ID,Area,Centre x,Centre y,Radius
28.0,200.0,511.0,142.0,8.06225774829855
29.0,200.0,947.0,631.0,8.06225774829855
64.0,200.0,820.0,301.0,8.06225774829855
90.0,200.0,-32.0,307.0,8.06225774829855
93.0,200.0,463.0,406.0,8.06225774829855
96.0,200.0,550.0,300.0,8.06225774829855
104.0,200.0,647.0,444.0,8.06225774829855
111.0,200.0,726.0,486.0,8.06225774829855
117.0,200.0,487.0,-1.0,8.06225774829855
126.0,200.0,341.0,196.0,8.06225774829855
130.0,200.0,329.0,91.0,8.06225774829855
138.0,200.0,225.0,335.0,8.06225774829855
160.0,200.0,91.0,49.0,8.06225774829855
209.0,200.0,76.0,529.0,8.06225774829855
225.0,200.0,205.0,717.0,8.06225774829855
236.0,200.0,262.0,837.0,8.06225774829855
249.0,200.0,757.0,960.0,8.06225774829855
262.0,200.0,840.0,600.0,8.06225774829855
310.0,200.0,1012.0,106.0,8.06225774829855
362.0,200.0,-25.0,377.0,8.06225774829855
370.0,200.0,519.0,623.0,8.06225774829855
406.0,200.0,725.0,383.0,8.06225774829855
437.0,200.0,969.0,898.0,8.06225774829855
476.0,200.0,995.0,777.0,8.06225774829855
488.0,200.0,778.0,916.0,8.06225774829855
508.0,400.0,737.0,713.0,11.180339887498949
525.0,600.0,189.0,978.0,13.892443989449804
576.0,400.0,1062.0,884.0,11.180339887498949
598.0,400.0,881.0,665.0,11.180339887498949
615.0,400.0,598.0,16.0,11.180339887498949
617.0,600.0,525.0,773.0,13.892443989449804
619.0,400.0,582.0,1049.0,11.180339887498949
642.0,400.0,872.0,222.0,11.180339887498949
644.0,600.0,287.0,138.0,13.892443989449804
653.0,800.0,197.0,287.0,16.0312195418814
661.0,800.0,224.0,135.0,16.0312195418814
670.0,400.0,46.0,987.0,11.180339887498949
675.0,600.0,916.0,871.0,13.892443989449804
688.0,400.0,47.0,201.0,11.180339887498949
706.0,400.0,946.0,941.0,11.180339887498949
718.0,800.0,329.0,373.0,16.0312195418814
727.0,1200.0,304.0,666.0,19.4164878389476
728.0,600.0,177.0,243.0,13.892443989449804
736.0,800.0,475.0,768.0,16.0312195418814
738.0,400.0,234.0,744.0,11.180339887498949
742.0,800.0,828.0,878.0,16.0312195418814
746.0,400.0,918.0,333.0,11.180339887498949
754.0,600.0,296.0,284.0,13.892443989449804
762.0,1000.0,789.0,371.0,17.88854381999832
763.0,1600.0,69.0,628.0,22.561028345356956
766.0,1600.0,893.0,737.0,22.561028345356956
768.0,1000.0,390.0,152.0,17.88854381999832
772.0,2000.0,789.0,229.0,25.179356624028344
773.0,1200.0,187.0,792.0,19.4164878389476
792.0,2600.0,356.0,770.0,28.792360097775937
798.0,1000.0,82.0,319.0,17.88854381999832
802.0,1200.0,1038.0,33.0,19.4164878389476
805.0,2400.0,625.0,196.0,27.65863337187866
810.0,400.0,659.0,55.0,11.180339887498949
814.0,2000.0,298.0,938.0,25.179356624028344
817.0,1000.0,871.0,42.0,17.88854381999832
819.0,1000.0,30.0,778.0,17.88854381999832
823.0,400.0,15.0,864.0,11.180339887498949
824.0,1000.0,198.0,27.0,17.88854381999832
825.0,400.0,809.0,458.0,11.180339887498949
827.0,2200.0,803.0,646.0,26.40075756488817
828.0,400.0,909.0,170.0,11.180339887498949
833.0,2000.0,77.0,160.0,25.179356624028344
838.0,600.0,25.0,291.0,13.892443989449804
840.0,1600.0,183.0,367.0,22.561028345356956
841.0,1600.0,824.0,163.0,22.561028345356956
842.0,1000.0,817.0,932.0,17.88854381999832
845.0,600.0,574.0,421.0,13.892443989449804
846.0,4000.0,850.0,405.0,35.6931365951495
849.0,1200.0,419.0,69.0,19.4164878389476
851.0,1400.0,540.0,692.0,21.095023109728988
853.0,2600.0,749.0,57.0,28.792360097775937
856.0,800.0,299.0,820.0,16.0312195418814
857.0,600.0,920.0,559.0,13.892443989449804
861.0,4200.0,474.0,222.0,36.61966684720111
864.0,1400.0,96.0,400.0,21.095023109728988
865.0,4000.0,631.0,343.0,35.6931365951495
866.0,2800.0,620.0,577.0,29.832867780352597
867.0,1000.0,416.0,869.0,17.88854381999832
869.0,3200.0,685.0,872.0,31.953090617340916
872.0,1000.0,532.0,902.0,17.88854381999832
873.0,1400.0,665.0,698.0,21.095023109728988
874.0,2000.0,388.0,629.0,25.179356624028344
875.0,800.0,764.0,573.0,16.0312195418814
876.0,2200.0,565.0,835.0,26.40075756488817
877.0,1000.0,521.0,94.0,17.88854381999832
878.0,800.0,160.0,658.0,16.0312195418814
880.0,5000.0,462.0,537.0,39.92492955535426
881.0,800.0,596.0,973.0,16.0312195418814
882.0,3200.0,184.0,561.0,31.953090617340916
883.0,4000.0,314.0,495.0,35.6931365951495
884.0,600.0,139.0,236.0,13.892443989449804
