Tag number,Cluster size,Cluster volume,Cluster Centre x,Cluster Centre y,Event,Clusters in event,Timestep
1151.0,3.0,0.0015043641525426669,0.0,257.0,Edge Appearance type 1,,3000
1124.0,200.0,0.8188721246808827,13.0,536.0,Move,,3000
778.0,600.0,4.254984374547495,31.0,806.0,Move,,3000
1125.0,200.0,0.8188721246808827,44.0,293.0,Move,,3000
710.0,200.0,0.8188721246808827,63.0,77.0,Move,,3000
14.0,600.0,4.254984374547495,90.0,234.0,Move,,3000
13.0,200.0,0.8188721246808827,87.0,586.0,Move,,3000
568.0,200.0,0.8188721246808827,101.0,834.0,Move large,[568.0],3000
745.0,400.0,2.316120129145952,118.0,915.0,Move,,3000
1128.0,200.0,0.8188721246808827,125.0,39.0,Move,,3000
109.0,600.0,4.254984374547495,154.0,335.0,Move,,3000
15.0,200.0,0.8188721246808827,155.0,692.0,Move large,[15.0],3000
3.0,600.0,4.254984374547495,169.0,463.0,Move,,3000
17.0,400.0,2.316120129145952,179.0,180.0,Move large,[17.0],3000
719.0,200.0,0.8188721246808827,185.0,888.0,Move,,3000
1155.0,200.0,0.8188721246808827,190.0,747.0,Move large,[15.0],3000
500.0,200.0,0.8188721246808827,238.0,907.0,Move,,3000
1156.0,200.0,0.8188721246808827,251.0,49.0,Appearance type 1,,3000
30.0,200.0,0.8188721246808827,306.0,293.0,Move large,[30.0],3000
28.0,200.0,0.8188721246808827,314.0,646.0,Move,,3000
1103.0,200.0,0.8188721246808827,346.0,20.0,Move,,3000
33.0,200.0,0.8188721246808827,354.0,114.0,Move large,[33.0],3000
39.0,200.0,0.8188721246808827,390.0,609.0,Move large,[39.0],3000
723.0,200.0,0.8188721246808827,396.0,82.0,Move,,3000
37.0,200.0,0.8188721246808827,396.0,735.0,Move large,[37.0],3000
753.0,400.0,2.316120129145952,402.0,667.0,Move,,3000
1072.0,200.0,0.8188721246808827,415.0,146.0,Move large,[1072.0],3000
43.0,200.0,0.8188721246808827,423.0,442.0,Move,,3000
41.0,200.0,0.8188721246808827,423.0,857.0,Move large,[41.0],3000
1108.0,200.0,0.8188721246808827,432.0,969.0,Move large,[1108.0],3000
797.0,200.0,0.8188721246808827,462.0,518.0,Move large,[797.0],3000
833.0,200.0,0.8188721246808827,485.0,725.0,Move,,3000
801.0,200.0,0.8188721246808827,517.0,661.0,Move large,[801.0],3000
47.0,400.0,2.316120129145952,542.0,809.0,Move,,3000
577.0,600.0,4.254984374547495,559.0,418.0,Move,,3000
369.0,200.0,0.8188721246808827,559.0,968.0,Move,,3000
876.0,200.0,0.8188721246808827,560.0,63.0,Move,,3000
59.0,200.0,0.8188721246808827,573.0,180.0,Move,,3000
1114.0,400.0,2.316120129145952,599.0,785.0,Move large,[1114.0],3000
50.0,400.0,2.316120129145952,607.0,548.0,Move large,[50.0],3000
1082.0,167.0,0.6248068765987695,605.0,994.0,Move,,3000
1168.0,33.0,0.05488352586249501,605.0,1.0,Edge Appearance type 1,,3000
72.0,1000.0,9.155268678330678,629.0,361.0,Move,,3000
172.0,200.0,0.8188721246808827,639.0,219.0,Move,,3000
699.0,400.0,2.316120129145952,644.0,851.0,Move,,3000
55.0,600.0,4.254984374547495,660.0,261.0,Move large,[55.0],3000
68.0,200.0,0.8188721246808827,669.0,919.0,Move,,3000
284.0,600.0,4.254984374547495,694.0,924.0,Move,,3000
63.0,200.0,0.8188721246808827,705.0,694.0,Move,,3000
1170.0,400.0,2.316120129145952,711.0,29.0,Appearance type 1,,3000
451.0,200.0,0.8188721246808827,735.0,268.0,Move large,[451.0],3000
662.0,800.0,6.550976997447061,748.0,436.0,Move,,3000
338.0,200.0,0.8188721246808827,744.0,837.0,Move,,3000
851.0,200.0,0.8188721246808827,808.0,840.0,Move large,[851.0],3000
80.0,200.0,0.8188721246808827,811.0,384.0,Move,,3000
481.0,1000.0,9.155268678330678,821.0,435.0,Move,,3000
1089.0,200.0,0.8188721246808827,816.0,243.0,Move,,3000
1120.0,200.0,0.8188721246808827,865.0,8.0,Move,,3000
486.0,400.0,2.316120129145952,882.0,968.0,Move,,3000
1144.0,200.0,0.8188721246808827,894.0,54.0,Move large,[1144.0],3000
82.0,400.0,2.316120129145952,900.0,380.0,Move,,3000
626.0,200.0,0.8188721246808827,908.0,811.0,Move,,3000
1148.0,400.0,2.316120129145952,937.0,821.0,Move,,3000
853.0,200.0,0.8188721246808827,949.0,94.0,Move large,[853.0],3000
1175.0,200.0,0.8188721246808827,987.0,36.0,Appearance type 1,,3000
1022.0,197.0,0.8005167679208838,992.0,257.0,Move,,3000
