ID,Area,Centre x,Centre y,Radius
28.0,200.0,518.0,137.0,8.06225774829855
29.0,200.0,941.0,628.0,8.06225774829855
64.0,200.0,822.0,301.0,8.06225774829855
90.0,200.0,-36.0,302.0,8.06225774829855
93.0,200.0,448.0,409.0,8.06225774829855
96.0,200.0,556.0,298.0,8.06225774829855
104.0,200.0,642.0,455.0,8.06225774829855
111.0,200.0,728.0,478.0,8.06225774829855
117.0,200.0,484.0,-8.0,8.06225774829855
126.0,200.0,330.0,203.0,8.06225774829855
130.0,200.0,336.0,81.0,8.06225774829855
138.0,200.0,215.0,338.0,8.06225774829855
160.0,200.0,88.0,56.0,8.06225774829855
209.0,200.0,86.0,527.0,8.06225774829855
225.0,200.0,203.0,707.0,8.06225774829855
249.0,200.0,742.0,963.0,8.06225774829855
262.0,200.0,844.0,600.0,8.06225774829855
310.0,200.0,1019.0,104.0,8.06225774829855
362.0,200.0,-33.0,374.0,8.06225774829855
370.0,200.0,522.0,630.0,8.06225774829855
406.0,200.0,729.0,389.0,8.06225774829855
437.0,200.0,977.0,886.0,8.06225774829855
476.0,200.0,1003.0,780.0,8.06225774829855
488.0,200.0,775.0,915.0,8.06225774829855
508.0,400.0,715.0,708.0,11.180339887498949
525.0,600.0,172.0,975.0,13.892443989449804
576.0,400.0,1057.0,878.0,11.180339887498949
598.0,400.0,888.0,663.0,11.180339887498949
617.0,600.0,524.0,787.0,13.892443989449804
619.0,400.0,582.0,1055.0,11.180339887498949
642.0,400.0,868.0,207.0,11.180339887498949
644.0,600.0,286.0,142.0,13.892443989449804
653.0,800.0,187.0,287.0,16.0312195418814
661.0,800.0,211.0,136.0,16.0312195418814
670.0,400.0,41.0,1000.0,11.180339887498949
675.0,600.0,906.0,867.0,13.892443989449804
688.0,400.0,50.0,216.0,11.180339887498949
706.0,400.0,938.0,928.0,11.180339887498949
718.0,800.0,350.0,375.0,16.0312195418814
727.0,1200.0,300.0,665.0,19.4164878389476
728.0,600.0,189.0,237.0,13.892443989449804
736.0,800.0,468.0,778.0,16.0312195418814
738.0,400.0,236.0,754.0,11.180339887498949
742.0,800.0,828.0,879.0,16.0312195418814
746.0,400.0,920.0,337.0,11.180339887498949
754.0,600.0,283.0,300.0,13.892443989449804
762.0,1000.0,795.0,363.0,17.88854381999832
763.0,1600.0,70.0,617.0,22.561028345356956
766.0,1600.0,891.0,750.0,22.561028345356956
768.0,1000.0,395.0,154.0,17.88854381999832
772.0,2000.0,792.0,239.0,25.179356624028344
773.0,1200.0,195.0,793.0,19.4164878389476
792.0,2600.0,355.0,777.0,28.792360097775937
798.0,1000.0,88.0,323.0,17.88854381999832
802.0,1200.0,1035.0,39.0,19.4164878389476
805.0,2400.0,610.0,205.0,27.65863337187866
810.0,400.0,652.0,54.0,11.180339887498949
814.0,2000.0,294.0,929.0,25.179356624028344
817.0,1000.0,870.0,42.0,17.88854381999832
819.0,1000.0,27.0,780.0,17.88854381999832
823.0,400.0,21.0,861.0,11.180339887498949
824.0,1000.0,192.0,27.0,17.88854381999832
827.0,2200.0,804.0,649.0,26.40075756488817
828.0,400.0,912.0,179.0,11.180339887498949
833.0,2000.0,79.0,151.0,25.179356624028344
838.0,600.0,33.0,296.0,13.892443989449804
840.0,1600.0,193.0,367.0,22.561028345356956
841.0,1600.0,832.0,155.0,22.561028345356956
842.0,1000.0,819.0,941.0,17.88854381999832
845.0,600.0,577.0,423.0,13.892443989449804
849.0,1200.0,409.0,73.0,19.4164878389476
851.0,1400.0,534.0,688.0,21.095023109728988
853.0,2600.0,737.0,50.0,28.792360097775937
857.0,600.0,923.0,569.0,13.892443989449804
861.0,4200.0,473.0,225.0,36.61966684720111
864.0,1400.0,81.0,393.0,21.095023109728988
865.0,4000.0,631.0,340.0,35.6931365951495
866.0,2800.0,622.0,591.0,29.832867780352597
867.0,1000.0,423.0,865.0,17.88854381999832
869.0,3200.0,683.0,881.0,31.953090617340916
872.0,1000.0,531.0,902.0,17.88854381999832
873.0,1400.0,666.0,706.0,21.095023109728988
874.0,2000.0,382.0,624.0,25.179356624028344
875.0,800.0,763.0,576.0,16.0312195418814
876.0,2200.0,560.0,847.0,26.40075756488817
877.0,1000.0,522.0,79.0,17.88854381999832
878.0,800.0,158.0,653.0,16.0312195418814
880.0,5000.0,448.0,536.0,39.92492955535426
882.0,3200.0,178.0,558.0,31.953090617340916
883.0,4000.0,312.0,488.0,35.6931365951495
884.0,600.0,137.0,242.0,13.892443989449804
885.0,1200.0,592.0,649.0,19.4164878389476
886.0,1000.0,291.0,824.0,17.88854381999832
887.0,4400.0,841.0,426.0,37.44329045369811
