ID,Area,Centre x,Centre y,Radius
2.0,200.0,360.0,169.0,8.06225774829855
3.0,200.0,163.0,311.0,8.06225774829855
7.0,200.0,621.0,87.0,8.06225774829855
8.0,200.0,604.0,390.0,8.06225774829855
13.0,200.0,505.0,497.0,8.06225774829855
14.0,200.0,873.0,125.0,8.06225774829855
16.0,200.0,182.0,561.0,8.06225774829855
18.0,200.0,997.0,418.0,8.06225774829855
21.0,200.0,651.0,171.0,8.06225774829855
23.0,200.0,186.0,231.0,8.06225774829855
31.0,200.0,598.0,481.0,8.06225774829855
41.0,200.0,647.0,524.0,8.06225774829855
46.0,200.0,302.0,470.0,8.06225774829855
48.0,200.0,278.0,510.0,8.06225774829855
53.0,200.0,281.0,657.0,8.06225774829855
54.0,200.0,637.0,813.0,8.06225774829855
55.0,200.0,792.0,941.0,8.06225774829855
58.0,200.0,728.0,968.0,8.06225774829855
65.0,200.0,917.0,755.0,8.06225774829855
66.0,200.0,82.0,77.0,8.06225774829855
67.0,200.0,21.0,445.0,8.06225774829855
69.0,200.0,261.0,14.0,8.06225774829855
72.0,200.0,32.0,116.0,8.06225774829855
75.0,200.0,489.0,416.0,8.06225774829855
76.0,200.0,927.0,726.0,8.06225774829855
80.0,200.0,145.0,541.0,8.06225774829855
88.0,200.0,209.0,590.0,8.06225774829855
91.0,200.0,465.0,373.0,8.06225774829855
92.0,200.0,678.0,134.0,8.06225774829855
98.0,200.0,771.0,951.0,8.06225774829855
99.0,200.0,914.0,28.0,8.06225774829855
102.0,200.0,480.0,551.0,8.06225774829855
103.0,200.0,859.0,59.0,8.06225774829855
106.0,200.0,68.0,344.0,8.06225774829855
108.0,200.0,17.0,330.0,8.06225774829855
110.0,200.0,437.0,982.0,8.06225774829855
115.0,200.0,674.0,202.0,8.06225774829855
116.0,200.0,850.0,274.0,8.06225774829855
118.0,200.0,946.0,745.0,8.06225774829855
123.0,200.0,764.0,853.0,8.06225774829855
128.0,200.0,72.0,130.0,8.06225774829855
130.0,200.0,475.0,125.0,8.06225774829855
131.0,200.0,968.0,717.0,8.06225774829855
138.0,200.0,925.0,326.0,8.06225774829855
144.0,200.0,877.0,92.0,8.06225774829855
145.0,200.0,348.0,919.0,8.06225774829855
148.0,200.0,990.0,115.0,8.06225774829855
152.0,200.0,812.0,1008.0,8.06225774829855
161.0,200.0,166.0,509.0,8.06225774829855
163.0,200.0,743.0,437.0,8.06225774829855
164.0,200.0,162.0,3.0,8.06225774829855
169.0,200.0,484.0,817.0,8.06225774829855
171.0,200.0,787.0,126.0,8.06225774829855
175.0,200.0,302.0,893.0,8.06225774829855
176.0,200.0,651.0,374.0,8.06225774829855
183.0,200.0,815.0,939.0,8.06225774829855
185.0,200.0,732.0,165.0,8.06225774829855
190.0,200.0,328.0,625.0,8.06225774829855
194.0,200.0,93.0,595.0,8.06225774829855
204.0,200.0,554.0,449.0,8.06225774829855
205.0,200.0,975.0,211.0,8.06225774829855
208.0,200.0,129.0,15.0,8.06225774829855
209.0,200.0,553.0,606.0,8.06225774829855
210.0,200.0,366.0,271.0,8.06225774829855
215.0,200.0,659.0,636.0,8.06225774829855
218.0,200.0,968.0,310.0,8.06225774829855
221.0,200.0,249.0,267.0,8.06225774829855
226.0,200.0,885.0,438.0,8.06225774829855
227.0,200.0,633.0,876.0,8.06225774829855
230.0,200.0,633.0,691.0,8.06225774829855
231.0,200.0,133.0,121.0,8.06225774829855
232.0,200.0,764.0,970.0,8.06225774829855
233.0,200.0,714.0,773.0,8.06225774829855
234.0,200.0,1010.0,220.0,8.06225774829855
235.0,200.0,821.0,285.0,8.06225774829855
236.0,200.0,669.0,755.0,8.06225774829855
237.0,200.0,313.0,13.0,8.06225774829855
238.0,200.0,140.0,493.0,8.06225774829855
244.0,200.0,562.0,918.0,8.06225774829855
246.0,200.0,189.0,712.0,8.06225774829855
247.0,200.0,845.0,332.0,8.06225774829855
248.0,200.0,329.0,714.0,8.06225774829855
251.0,200.0,114.0,381.0,8.06225774829855
252.0,200.0,479.0,187.0,8.06225774829855
256.0,200.0,535.0,503.0,8.06225774829855
261.0,200.0,352.0,781.0,8.06225774829855
265.0,200.0,476.0,873.0,8.06225774829855
269.0,200.0,851.0,933.0,8.06225774829855
270.0,200.0,915.0,388.0,8.06225774829855
274.0,200.0,170.0,285.0,8.06225774829855
277.0,200.0,392.0,350.0,8.06225774829855
279.0,200.0,885.0,344.0,8.06225774829855
280.0,200.0,767.0,6.0,8.06225774829855
281.0,200.0,802.0,584.0,8.06225774829855
282.0,200.0,99.0,554.0,8.06225774829855
288.0,200.0,542.0,591.0,8.06225774829855
289.0,200.0,449.0,786.0,8.06225774829855
291.0,200.0,866.0,253.0,8.06225774829855
293.0,200.0,671.0,982.0,8.06225774829855
297.0,200.0,539.0,933.0,8.06225774829855
298.0,200.0,975.0,675.0,8.06225774829855
301.0,200.0,225.0,60.0,8.06225774829855
307.0,200.0,732.0,188.0,8.06225774829855
313.0,200.0,244.0,97.0,8.06225774829855
